Date,Open,High,Low,Close,Volume,OpenInterest
2026-08-18 09:00:00,125000.0,125000.0,124701.0,124790.0,48,5700
2026-08-18 09:01:00,124742.0,124800.0,124742.0,124780.0,35,5711
2026-08-18 09:02:00,124762.0,124819.0,124760.0,124819.0,40,5709
2026-08-18 09:03:00,124760.0,124851.0,124760.0,124813.0,26,5710
2026-08-18 09:04:00,124875.0,124885.0,124800.0,124858.0,7,5712
2026-08-18 09:05:00,124845.0,124845.0,124791.0,124840.0,9,5714
2026-08-18 09:06:00,124785.0,124833.0,124785.0,124830.0,18,5718
2026-08-18 09:07:00,124782.0,124813.0,124780.0,124780.0,21,5719
2026-08-18 09:08:00,124826.0,124885.0,124780.0,124885.0,28,5698
2026-08-18 09:09:00,124831.0,124831.0,124781.0,124781.0,2,5697
2026-08-18 09:10:00,124786.0,124786.0,124762.0,124762.0,13,5687
2026-08-18 09:11:00,124760.0,124770.0,124760.0,124760.0,5,5689
2026-08-18 09:12:00,124770.0,124821.0,124770.0,124821.0,4,5688
2026-08-18 09:13:00,124791.0,124843.0,124788.0,124843.0,7,5687
2026-08-18 09:14:00,124830.0,124830.0,124830.0,124830.0,1,5688
2026-08-18 09:15:00,124777.0,124777.0,124763.0,124763.0,14,5690
2026-08-18 09:16:00,124787.0,124787.0,124787.0,124787.0,1,5690
2026-08-18 09:17:00,124760.0,124799.0,124760.0,124799.0,15,5687
2026-08-18 09:18:00,124750.0,124750.0,124717.0,124742.0,15,5683
2026-08-18 09:19:00,124710.0,124710.0,124710.0,124710.0,6,5680
2026-08-18 09:20:00,124717.0,124717.0,124700.0,124714.0,17,5679
2026-08-18 09:21:00,124676.0,124676.0,124670.0,124671.0,5,5679
2026-08-18 09:22:00,124650.0,124733.0,124650.0,124700.0,19,5672
2026-08-18 09:23:00,124642.0,124728.0,124642.0,124728.0,12,5676
2026-08-18 09:24:00,124643.0,124720.0,124643.0,124708.0,6,5675
2026-08-18 09:25:00,124637.0,124637.0,124637.0,124637.0,1,5676
2026-08-18 09:26:00,124641.0,124641.0,124637.0,124638.0,5,5679
2026-08-18 09:27:00,124580.0,124621.0,124551.0,124584.0,43,5670
2026-08-18 09:28:00,124552.0,124552.0,124552.0,124552.0,12,5659
2026-08-18 09:29:00,124675.0,124675.0,124621.0,124621.0,3,5658
2026-08-18 09:30:00,124581.0,124581.0,124569.0,124569.0,7,5661
2026-08-18 09:31:00,124550.0,124605.0,124550.0,124600.0,15,5666
2026-08-18 09:32:00,124590.0,124627.0,124589.0,124627.0,6,5665
2026-08-18 09:33:00,124627.0,124627.0,124627.0,124627.0,0,5665
2026-08-18 09:34:00,124667.0,124667.0,124604.0,124604.0,18,5670
2026-08-18 09:35:00,124633.0,124633.0,124633.0,124633.0,1,5670
2026-08-18 09:36:00,124656.0,124656.0,124647.0,124647.0,2,5668
2026-08-18 09:37:00,124659.0,124659.0,124632.0,124644.0,4,5666
2026-08-18 09:38:00,124617.0,124617.0,124617.0,124617.0,1,5667
2026-08-18 09:39:00,124612.0,124612.0,124588.0,124588.0,5,5669
2026-08-18 09:40:00,124652.0,124652.0,124652.0,124652.0,2,5669
2026-08-18 09:41:00,124652.0,124652.0,124652.0,124652.0,0,5669
2026-08-18 09:42:00,124655.0,124655.0,124655.0,124655.0,3,5666
2026-08-18 09:43:00,124701.0,124701.0,124701.0,124701.0,1,5666
2026-08-18 09:44:00,124728.0,124728.0,124717.0,124718.0,4,5668
2026-08-18 09:45:00,124730.0,124730.0,124730.0,124730.0,1,5669
2026-08-18 09:46:00,124741.0,124742.0,124741.0,124742.0,4,5670
2026-08-18 09:47:00,124750.0,124750.0,124746.0,124750.0,3,5670
2026-08-18 09:48:00,124730.0,124751.0,124708.0,124751.0,19,5683
2026-08-18 09:49:00,124700.0,124701.0,124700.0,124701.0,2,5685
2026-08-18 09:50:00,124726.0,124726.0,124700.0,124700.0,14,5684
2026-08-18 09:51:00,124700.0,124700.0,124700.0,124700.0,0,5684
2026-08-18 09:52:00,124700.0,124700.0,124700.0,124700.0,0,5684
2026-08-18 09:53:00,124702.0,124727.0,124699.0,124699.0,17,5688
2026-08-18 09:54:00,124701.0,124701.0,124701.0,124701.0,5,5687
2026-08-18 09:55:00,124749.0,124749.0,124732.0,124732.0,3,5686
2026-08-18 09:56:00,124748.0,124748.0,124748.0,124748.0,1,5685
2026-08-18 09:57:00,124748.0,124748.0,124748.0,124748.0,0,5685
2026-08-18 09:58:00,124795.0,124795.0,124748.0,124748.0,14,5690
2026-08-18 09:59:00,124782.0,124782.0,124782.0,124782.0,2,5691
2026-08-18 10:00:00,124721.0,124765.0,124721.0,124765.0,8,5689
2026-08-18 10:01:00,124754.0,124754.0,124754.0,124754.0,4,5688
2026-08-18 10:02:00,124765.0,124765.0,124765.0,124765.0,1,5688
2026-08-18 10:03:00,124709.0,124751.0,124709.0,124751.0,5,5691
