Date,Open,High,Low,Close,Volume,OpenInterest
2026-08-26 09:15:00,3593.0,3600.0,3565.0,3589.2,3855,0
2026-08-26 09:16:00,3589.6,3589.7,3579.8,3588.4,358,0
2026-08-26 09:17:00,3584.1,3586.5,3575.6,3578.7,1203,0
2026-08-26 09:18:00,3576.1,3589.7,3575.0,3589.5,1730,0
2026-08-26 09:19:00,3585.7,3585.9,3582.0,3584.9,345,0
2026-08-26 09:20:00,3583.4,3583.4,3577.3,3581.3,882,0
2026-08-26 09:21:00,3581.8,3585.4,3578.8,3581.8,263,0
2026-08-26 09:22:00,3581.8,3581.8,3577.5,3580.1,318,0
2026-08-26 09:23:00,3579.5,3581.9,3579.5,3581.6,84,0
2026-08-26 09:24:00,3581.7,3589.4,3580.8,3589.4,1124,0
2026-08-26 09:25:00,3589.2,3591.6,3587.4,3589.5,791,0
2026-08-26 09:26:00,3589.5,3591.6,3586.5,3589.5,642,0
2026-08-26 09:27:00,3589.5,3590.0,3585.7,3589.5,246,0
2026-08-26 09:28:00,3589.4,3589.5,3586.0,3588.7,84,0
2026-08-26 09:29:00,3586.0,3591.7,3585.0,3591.7,599,0
2026-08-26 09:30:00,3590.0,3590.0,3585.0,3589.9,440,0
2026-08-26 09:31:00,3589.0,3590.9,3588.2,3589.5,428,0
2026-08-26 09:32:00,3588.9,3590.8,3588.9,3589.4,25,0
2026-08-26 09:33:00,3589.5,3590.0,3585.7,3589.9,596,0
2026-08-26 09:34:00,3588.7,3588.7,3585.0,3587.8,62,0
2026-08-26 09:35:00,3587.4,3588.8,3585.1,3587.1,200,0
2026-08-26 09:36:00,3585.3,3587.1,3585.1,3587.1,15,0
2026-08-26 09:37:00,3585.3,3589.8,3583.6,3589.0,4417,0
2026-08-26 09:38:00,3588.3,3588.8,3584.5,3585.1,957,0
2026-08-26 09:39:00,3586.7,3586.8,3576.5,3579.4,5750,0
2026-08-26 09:40:00,3578.0,3579.3,3574.1,3576.5,195,0
2026-08-26 09:41:00,3576.5,3578.1,3574.9,3576.7,234,0
2026-08-26 09:42:00,3576.5,3581.6,3574.4,3581.5,633,0
2026-08-26 09:43:00,3581.5,3581.5,3578.6,3578.9,198,0
2026-08-26 09:44:00,3576.3,3578.4,3576.3,3578.4,2,0
2026-08-26 09:45:00,3576.4,3578.2,3575.2,3578.2,137,0
2026-08-26 09:46:00,3576.5,3576.5,3576.5,3576.5,29,0
2026-08-26 09:47:00,3574.5,3574.9,3572.9,3573.7,178,0
2026-08-26 09:48:00,3573.7,3578.9,3571.8,3576.5,1622,0
2026-08-26 09:49:00,3576.5,3576.5,3573.5,3573.5,75,0
2026-08-26 09:50:00,3574.1,3574.1,3570.9,3572.9,393,0
2026-08-26 09:51:00,3571.3,3572.9,3571.3,3572.5,7,0
2026-08-26 09:52:00,3570.4,3572.0,3569.1,3570.9,212,0
2026-08-26 09:53:00,3569.0,3571.0,3567.0,3567.8,840,0
2026-08-26 09:54:00,3567.0,3570.8,3561.2,3570.6,1173,0
2026-08-26 09:55:00,3570.6,3574.5,3570.6,3574.5,455,0
2026-08-26 09:56:00,3574.5,3574.5,3572.9,3572.9,23,0
2026-08-26 09:57:00,3573.9,3578.8,3573.9,3578.7,336,0
2026-08-26 09:58:00,3578.2,3578.2,3577.0,3577.0,103,0
2026-08-26 09:59:00,3575.4,3576.9,3575.3,3576.8,72,0
2026-08-26 10:00:00,3576.8,3577.6,3576.8,3577.6,37,0
2026-08-26 10:01:00,3576.8,3577.5,3574.1,3574.9,396,0
2026-08-26 10:02:00,3574.9,3577.7,3574.1,3575.3,457,0
2026-08-26 10:03:00,3575.2,3575.2,3574.2,3575.2,102,0
2026-08-26 10:04:00,3575.0,3575.0,3572.8,3572.8,207,0
2026-08-26 10:05:00,3572.8,3574.7,3572.4,3573.0,132,0
2026-08-26 10:06:00,3573.6,3578.8,3573.6,3578.1,245,0
2026-08-26 10:07:00,3576.3,3576.3,3570.9,3570.9,136,0
2026-08-26 10:08:00,3570.0,3572.1,3570.0,3571.1,79,0
2026-08-26 10:09:00,3571.9,3572.8,3570.3,3572.7,431,0
2026-08-26 10:10:00,3570.7,3572.5,3570.5,3570.5,48,0
2026-08-26 10:11:00,3570.5,3572.5,3569.9,3572.1,278,0
2026-08-26 10:12:00,3571.4,3571.4,3569.8,3571.1,18,0
2026-08-26 10:13:00,3571.1,3575.0,3571.1,3574.5,91,0
