Date,Open,High,Low,Close,Volume,OpenInterest
2026-08-11 09:15:00,281.0,281.0,277.1,279.9,45425,0
2026-08-11 09:16:00,279.98,279.98,279.71,279.74,23571,0
2026-08-11 09:17:00,279.74,279.79,279.56,279.64,22436,0
2026-08-11 09:18:00,279.64,279.69,279.56,279.67,15980,0
2026-08-11 09:19:00,279.67,279.68,279.6,279.61,22032,0
2026-08-11 09:20:00,279.61,279.65,279.41,279.5,41148,0
2026-08-11 09:21:00,279.5,279.55,279.36,279.53,22013,0
2026-08-11 09:22:00,279.43,279.58,279.42,279.52,19608,0
2026-08-11 09:23:00,279.53,279.53,279.39,279.48,24819,0
2026-08-11 09:24:00,279.47,279.48,279.4,279.45,7769,0
2026-08-11 09:25:00,279.45,279.6,279.4,279.56,53634,0
2026-08-11 09:26:00,279.45,279.55,279.35,279.4,52647,0
2026-08-11 09:27:00,279.36,279.41,279.3,279.39,16760,0
2026-08-11 09:28:00,279.38,279.41,279.26,279.39,44248,0
2026-08-11 09:29:00,279.4,279.4,279.21,279.35,45627,0
2026-08-11 09:30:00,279.35,279.35,279.15,279.27,40679,0
2026-08-11 09:31:00,279.27,279.39,279.25,279.34,28111,0
2026-08-11 09:32:00,279.34,279.37,279.31,279.36,14969,0
2026-08-11 09:33:00,279.37,279.4,279.34,279.4,6235,0
2026-08-11 09:34:00,279.4,279.4,279.35,279.37,26540,0
2026-08-11 09:35:00,279.37,279.4,279.35,279.4,11738,0
2026-08-11 09:36:00,279.4,279.4,279.35,279.39,20530,0
2026-08-11 09:37:00,279.39,279.39,279.25,279.29,32786,0
2026-08-11 09:38:00,279.25,279.34,279.17,279.25,35045,0
2026-08-11 09:39:00,279.25,279.25,279.18,279.25,11479,0
2026-08-11 09:40:00,279.25,279.25,279.05,279.19,44480,0
2026-08-11 09:41:00,279.19,279.19,279.08,279.1,71274,0
2026-08-11 09:42:00,279.1,279.1,279.05,279.1,18735,0
2026-08-11 09:43:00,279.06,279.1,279.05,279.1,9568,0
2026-08-11 09:44:00,279.1,279.1,278.99,279.1,107347,0
2026-08-11 09:45:00,279.1,279.2,279.05,279.19,11611,0
2026-08-11 09:46:00,279.19,279.19,279.03,279.09,11525,0
2026-08-11 09:47:00,279.09,279.12,279.0,279.03,13629,0
2026-08-11 09:48:00,279.06,279.09,279.0,279.0,10269,0
2026-08-11 09:49:00,279.09,279.11,279.0,279.1,5963,0
2026-08-11 09:50:00,279.1,279.11,278.99,279.09,63253,0
2026-08-11 09:51:00,279.08,279.09,278.99,279.0,43266,0
2026-08-11 09:52:00,279.0,279.0,278.97,279.0,8485,0
2026-08-11 09:53:00,279.0,279.0,278.97,279.0,8643,0
2026-08-11 09:54:00,279.0,279.0,278.97,278.98,5822,0
2026-08-11 09:55:00,278.98,279.0,278.91,278.97,11928,0
2026-08-11 09:56:00,278.97,279.0,278.96,279.0,24895,0
2026-08-11 09:57:00,279.0,279.0,278.95,279.0,30106,0
2026-08-11 09:58:00,279.0,279.05,279.0,279.05,23976,0
2026-08-11 09:59:00,279.05,279.08,279.03,279.08,48926,0
2026-08-11 10:00:00,279.08,279.1,279.06,279.1,6556,0
2026-08-11 10:01:00,279.1,279.1,279.05,279.06,17342,0
2026-08-11 10:02:00,279.1,279.1,279.05,279.1,8073,0
2026-08-11 10:03:00,279.1,279.15,279.05,279.15,47314,0
2026-08-11 10:04:00,279.15,279.19,279.1,279.15,6574,0
2026-08-11 10:05:00,279.12,279.15,279.08,279.1,19459,0
2026-08-11 10:06:00,279.1,279.1,278.99,279.0,27499,0
2026-08-11 10:07:00,279.0,279.0,278.98,279.0,13239,0
2026-08-11 10:08:00,279.0,279.05,278.97,279.05,14119,0
2026-08-11 10:09:00,279.05,279.05,279.0,279.05,10565,0
2026-08-11 10:10:00,279.05,279.05,278.97,278.97,21327,0
2026-08-11 10:11:00,279.0,279.0,278.97,279.0,7253,0
2026-08-11 10:12:00,279.0,279.0,278.99,279.0,11800,0
2026-08-11 10:13:00,279.0,279.0,278.98,279.0,18453,0
2026-08-11 10:14:00,279.0,279.05,278.97,279.0,5211,0
2026-08-11 10:15:00,279.0,279.0,278.97,279.0,15168,0
2026-08-11 10:16:00,279.0,279.0,278.95,279.0,17672,0
2026-08-11 10:17:00,279.0,279.0,278.96,278.99,6678,0
2026-08-11 10:18:00,278.96,278.99,278.96,278.99,3370,0
2026-08-11 10:19:00,278.99,278.99,278.97,278.99,1518,0
2026-08-11 10:20:00,278.99,279.0,278.97,279.0,2553,0
2026-08-11 10:21:00,279.0,279.0,278.96,278.99,6807,0
2026-08-11 10:22:00,278.99,279.0,278.96,279.0,6553,0
2026-08-11 10:23:00,279.0,279.0,278.98,279.0,5420,0
2026-08-11 10:24:00,279.0,279.0,278.98,279.0,1847,0
2026-08-11 10:25:00,279.0,279.0,278.98,279.0,2466,0
2026-08-11 10:26:00,279.0,279.0,278.99,279.0,5906,0
2026-08-11 10:27:00,279.0,279.0,278.98,279.0,4962,0
2026-08-11 10:28:00,279.0,279.05,278.98,279.05,17810,0
2026-08-11 10:29:00,279.05,279.05,278.99,279.0,17643,0
2026-08-11 10:30:00,279.0,279.0,278.99,279.0,9077,0
2026-08-11 10:31:00,279.0,279.05,278.99,279.05,9213,0
2026-08-11 10:32:00,279.05,279.05,279.02,279.05,5529,0
2026-08-11 10:33:00,279.05,279.05,279.01,279.05,1459,0
2026-08-11 10:34:00,279.05,279.05,278.99,279.05,10686,0
2026-08-11 10:35:00,279.01,279.05,278.97,279.05,13543,0
2026-08-11 10:36:00,279.05,279.05,278.94,279.04,11159,0
