Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-08-13 09:15:00,10.55,11.35,10.5,11.3,42000,1974000,418.9,0.03287671232876712,,,,,
2026-08-13 09:16:00,11.3,11.65,11.05,11.25,36750,1995000,418.65,0.03287671232876712,,,,,
2026-08-13 09:17:00,11.25,11.25,10.95,10.95,97125,2021250,418.7,0.03287671232876712,,,,,
2026-08-13 09:18:00,10.95,11.4,10.95,11.3,78750,2044875,417.95,0.03287671232876712,,,,,
2026-08-13 09:19:00,11.25,11.25,11.15,11.25,15750,2034375,418.0,0.03287671232876712,,,,,
2026-08-13 09:20:00,11.25,11.4,11.25,11.3,21000,2042250,417.8,0.03287671232876712,,,,,
2026-08-13 09:21:00,11.5,11.5,11.2,11.2,15750,2044875,417.9,0.03287671232876712,,,,,
2026-08-13 09:22:00,11.35,11.35,11.3,11.3,5250,2055375,418.0,0.03287671232876712,,,,,
2026-08-13 09:23:00,11.15,11.35,11.1,11.3,18375,2058000,417.95,0.03287671232876712,,,,,
2026-08-13 09:24:00,11.15,11.45,11.1,11.45,13125,2063250,417.65,0.03287671232876712,,,,,
2026-08-13 09:25:00,11.35,11.5,11.35,11.5,7875,2073750,417.55,0.03287671232876712,,,,,
2026-08-13 09:26:00,11.5,11.5,11.05,11.05,28875,2071125,418.2,0.03287671232876712,,,,,
2026-08-13 09:27:00,11.25,11.25,11.25,11.25,5250,2081625,418.1,0.03287671232876712,,,,,
2026-08-13 09:28:00,11.25,11.25,11.25,11.25,0,2081625,417.9,0.03287671232876712,,,,,
2026-08-13 09:29:00,11.3,11.75,11.3,11.75,34125,2084250,417.3,0.03287671232876712,,,,,
2026-08-13 09:30:00,11.7,11.75,11.6,11.6,18375,2076375,417.0,0.03287671232876712,,,,,
2026-08-13 09:31:00,11.8,11.95,11.65,11.75,31500,2076375,416.75,0.03287671232876712,,,,,
2026-08-13 09:32:00,11.8,12.0,11.8,12.0,13125,2073750,416.45,0.03287671232876712,,,,,
2026-08-13 09:33:00,12.0,12.0,11.8,11.9,13125,2071125,416.65,0.03287671232876712,,,,,
2026-08-13 09:34:00,11.9,12.0,11.9,12.0,7875,2071125,416.65,0.03287671232876712,,,,,
2026-08-13 09:35:00,11.85,11.85,11.85,11.85,2625,2071125,416.6,0.03287671232876712,,,,,
2026-08-13 09:36:00,11.7,11.7,11.7,11.7,2625,2071125,417.0,0.03287671232876712,,,,,
2026-08-13 09:37:00,11.8,11.9,11.8,11.85,10500,2068500,416.95,0.03287671232876712,,,,,
2026-08-13 09:38:00,11.75,11.75,11.75,11.75,2625,2071125,416.95,0.03287671232876712,,,,,
2026-08-13 09:39:00,11.75,11.75,11.75,11.75,0,2071125,417.0,0.03287671232876712,,,,,
2026-08-13 09:40:00,11.6,11.6,11.5,11.5,10500,2071125,417.1,0.03287671232876712,,,,,
2026-08-13 09:41:00,11.7,11.75,11.7,11.75,7875,2068500,416.9,0.03287671232876712,,,,,
2026-08-13 09:42:00,11.75,12.0,11.75,12.0,44625,2068500,416.5,0.03287671232876712,,,,,
2026-08-13 09:43:00,12.0,12.0,11.55,11.55,7875,2060625,417.1,0.03287671232876712,,,,,
2026-08-13 09:44:00,11.45,11.65,11.45,11.65,39375,2060625,416.75,0.03287671232876712,,,,,
2026-08-13 09:45:00,11.65,12.15,11.65,12.15,78750,2016000,416.0,0.03287671232876712,,,,,
2026-08-13 09:46:00,12.15,12.15,12.15,12.15,0,2016000,416.05,0.03287671232876712,,,,,
2026-08-13 09:47:00,12.15,12.4,12.15,12.35,15750,2013375,415.35,0.03287671232876712,,,,,
2026-08-13 09:48:00,12.3,12.3,11.95,11.95,21000,2010750,416.0,0.03287671232876712,,,,,
2026-08-13 09:49:00,11.95,12.25,11.95,12.25,7875,2013375,415.6,0.03287671232876712,,,,,
2026-08-13 09:50:00,12.25,12.25,12.25,12.25,0,2013375,415.5,0.03287671232876712,,,,,
