Date,Open,High,Low,Close,Volume,OpenInterest
2026-08-25 09:15:00,1061.7,1061.7,1054.1,1054.3,9425,0
2026-08-25 09:16:00,1055.4,1055.5,1052.5,1052.9,2177,0
2026-08-25 09:17:00,1053.0,1053.9,1052.3,1053.9,2900,0
2026-08-25 09:18:00,1053.9,1055.1,1053.3,1054.4,4207,0
2026-08-25 09:19:00,1054.4,1055.4,1053.7,1054.8,4182,0
2026-08-25 09:20:00,1054.8,1054.8,1054.0,1054.8,952,0
2026-08-25 09:21:00,1055.0,1056.9,1055.0,1056.4,5806,0
2026-08-25 09:22:00,1056.4,1056.6,1055.4,1056.5,693,0
2026-08-25 09:23:00,1056.7,1057.0,1056.0,1056.9,574,0
2026-08-25 09:24:00,1057.0,1057.2,1056.3,1057.2,746,0
2026-08-25 09:25:00,1057.0,1057.5,1056.5,1057.4,809,0
2026-08-25 09:26:00,1057.4,1057.4,1057.0,1057.4,1427,0
2026-08-25 09:27:00,1057.4,1057.4,1056.9,1057.0,624,0
2026-08-25 09:28:00,1057.4,1057.4,1056.7,1057.2,451,0
2026-08-25 09:29:00,1057.2,1057.4,1056.4,1056.4,1119,0
2026-08-25 09:30:00,1056.9,1056.9,1055.9,1056.7,2267,0
2026-08-25 09:31:00,1056.7,1056.8,1055.9,1056.8,794,0
2026-08-25 09:32:00,1056.8,1057.2,1056.8,1057.0,645,0
2026-08-25 09:33:00,1057.2,1057.2,1056.6,1057.2,534,0
2026-08-25 09:34:00,1057.2,1057.4,1056.4,1056.4,694,0
2026-08-25 09:35:00,1056.7,1057.0,1056.4,1056.8,341,0
2026-08-25 09:36:00,1056.6,1057.3,1056.3,1057.1,1064,0
2026-08-25 09:37:00,1057.1,1057.2,1057.0,1057.1,155,0
2026-08-25 09:38:00,1057.1,1057.4,1056.9,1056.9,1427,0
2026-08-25 09:39:00,1057.1,1057.1,1056.5,1057.1,493,0
2026-08-25 09:40:00,1057.2,1057.2,1056.8,1057.0,1292,0
2026-08-25 09:41:00,1057.4,1057.5,1056.6,1057.1,866,0
2026-08-25 09:42:00,1057.0,1057.0,1056.1,1056.4,813,0
2026-08-25 09:43:00,1056.4,1056.4,1055.9,1056.1,382,0
2026-08-25 09:44:00,1056.1,1056.1,1055.1,1055.1,516,0
2026-08-25 09:45:00,1055.3,1055.6,1055.2,1055.5,751,0
2026-08-25 09:46:00,1055.8,1057.5,1055.4,1056.0,2321,0
2026-08-25 09:47:00,1056.6,1056.6,1056.0,1056.2,245,0
2026-08-25 09:48:00,1056.6,1057.0,1056.2,1057.0,499,0
2026-08-25 09:49:00,1057.0,1057.7,1057.0,1057.7,741,0
2026-08-25 09:50:00,1057.7,1057.7,1057.3,1057.3,168,0
2026-08-25 09:51:00,1057.3,1057.4,1056.4,1056.4,1392,0
2026-08-25 09:52:00,1056.7,1056.8,1056.4,1056.4,245,0
2026-08-25 09:53:00,1056.4,1056.6,1056.1,1056.3,187,0
2026-08-25 09:54:00,1056.6,1057.1,1055.8,1056.0,1405,0
2026-08-25 09:55:00,1056.0,1056.0,1055.5,1055.6,186,0
2026-08-25 09:56:00,1055.9,1056.0,1055.5,1055.9,1105,0
2026-08-25 09:57:00,1055.9,1055.9,1055.3,1055.4,404,0
2026-08-25 09:58:00,1055.9,1055.9,1055.2,1055.8,518,0
2026-08-25 09:59:00,1055.8,1055.8,1055.2,1055.7,274,0
2026-08-25 10:00:00,1055.7,1055.7,1055.1,1055.1,1205,0
2026-08-25 10:01:00,1055.3,1055.3,1054.3,1054.5,568,0
2026-08-25 10:02:00,1054.9,1054.9,1054.1,1054.9,1581,0
2026-08-25 10:03:00,1054.9,1054.9,1054.5,1054.6,3981,0
2026-08-25 10:04:00,1054.9,1054.9,1054.4,1054.5,456,0
2026-08-25 10:05:00,1054.8,1055.9,1054.5,1055.9,2728,0
2026-08-25 10:06:00,1055.9,1055.9,1055.4,1055.8,217,0
2026-08-25 10:07:00,1055.7,1055.7,1055.0,1055.7,444,0
2026-08-25 10:08:00,1055.5,1055.9,1055.3,1055.7,421,0
2026-08-25 10:09:00,1055.7,1055.7,1054.5,1055.1,717,0
2026-08-25 10:10:00,1055.1,1055.6,1055.0,1055.6,300,0
2026-08-25 10:11:00,1055.5,1055.6,1054.6,1055.6,943,0
2026-08-25 10:12:00,1055.6,1055.8,1055.5,1055.8,159,0
2026-08-25 10:13:00,1055.8,1055.8,1055.4,1055.8,299,0
2026-08-25 10:14:00,1055.8,1055.8,1055.3,1055.3,17,0
2026-08-25 10:15:00,1055.7,1055.7,1055.2,1055.7,730,0
2026-08-25 10:16:00,1055.8,1055.8,1055.3,1055.8,975,0
2026-08-25 10:17:00,1055.9,1055.9,1055.5,1055.9,277,0
2026-08-25 10:18:00,1055.9,1055.9,1055.3,1055.9,230,0
2026-08-25 10:19:00,1055.9,1056.3,1055.6,1056.3,418,0
2026-08-25 10:20:00,1056.3,1056.5,1055.2,1055.5,1816,0
2026-08-25 10:21:00,1056.0,1056.4,1055.6,1056.2,656,0
2026-08-25 10:22:00,1056.2,1056.2,1055.5,1056.1,408,0
2026-08-25 10:23:00,1056.1,1056.2,1055.8,1056.1,95,0
2026-08-25 10:24:00,1056.1,1056.7,1055.5,1056.1,1171,0
2026-08-25 10:25:00,1056.2,1056.6,1056.0,1056.0,95,0
2026-08-25 10:26:00,1056.2,1056.5,1056.0,1056.0,211,0
2026-08-25 10:27:00,1056.3,1056.8,1056.0,1056.3,307,0
2026-08-25 10:28:00,1056.8,1057.4,1056.4,1057.4,886,0
2026-08-25 10:29:00,1057.4,1057.6,1057.0,1057.0,1628,0
2026-08-25 10:30:00,1057.0,1058.2,1057.0,1057.5,4072,0
2026-08-25 10:31:00,1058.0,1058.8,1058.0,1058.8,1395,0
2026-08-25 10:32:00,1058.6,1058.9,1058.2,1058.7,238,0
2026-08-25 10:33:00,1058.7,1058.7,1057.9,1058.4,2290,0
2026-08-25 10:34:00,1058.4,1058.5,1058.0,1058.4,403,0
2026-08-25 10:35:00,1058.3,1058.3,1057.3,1057.8,1021,0
2026-08-25 10:36:00,1057.8,1058.1,1057.3,1057.8,188,0
2026-08-25 10:37:00,1057.9,1058.1,1057.3,1058.0,647,0
2026-08-25 10:38:00,1058.0,1058.0,1057.3,1057.6,143,0
2026-08-25 10:39:00,1057.6,1057.6,1057.3,1057.3,108,0
2026-08-25 10:40:00,1057.6,1057.6,1057.0,1057.4,453,0
2026-08-25 10:41:00,1057.4,1057.4,1056.9,1057.2,180,0
2026-08-25 10:42:00,1057.2,1057.2,1056.8,1056.8,219,0
2026-08-25 10:43:00,1056.8,1056.8,1056.1,1056.3,431,0
2026-08-25 10:44:00,1056.6,1056.7,1056.3,1056.3,225,0
2026-08-25 10:45:00,1056.7,1056.7,1055.9,1056.7,2456,0
2026-08-25 10:46:00,1056.7,1056.7,1056.1,1056.7,601,0
2026-08-25 10:47:00,1056.7,1056.8,1055.8,1056.4,951,0
2026-08-25 10:48:00,1056.4,1056.8,1056.2,1056.8,351,0
2026-08-25 10:49:00,1056.8,1056.8,1056.2,1056.8,198,0
2026-08-25 10:50:00,1056.7,1056.9,1056.2,1056.9,228,0
2026-08-25 10:51:00,1056.6,1057.0,1055.9,1056.4,305,0
2026-08-25 10:52:00,1056.4,1056.4,1055.8,1056.4,335,0
2026-08-25 10:53:00,1055.9,1056.4,1055.7,1056.1,1712,0
2026-08-25 10:54:00,1056.2,1056.9,1056.1,1056.9,1118,0
2026-08-25 10:55:00,1056.9,1057.2,1056.6,1057.2,272,0
2026-08-25 10:56:00,1057.2,1057.2,1056.8,1057.2,231,0
2026-08-25 10:57:00,1057.2,1057.2,1056.2,1056.7,906,0
2026-08-25 10:58:00,1056.7,1056.8,1056.2,1056.2,297,0
2026-08-25 10:59:00,1056.7,1056.7,1056.0,1056.1,808,0
2026-08-25 11:00:00,1056.2,1056.3,1056.1,1056.3,78,0
2026-08-25 11:01:00,1056.3,1056.3,1055.9,1055.9,190,0
2026-08-25 11:02:00,1056.3,1056.3,1055.7,1056.3,295,0
2026-08-25 11:03:00,1056.3,1056.3,1055.8,1056.3,170,0
2026-08-25 11:04:00,1056.3,1056.3,1056.0,1056.0,238,0
2026-08-25 11:05:00,1056.1,1056.3,1056.1,1056.3,334,0
2026-08-25 11:06:00,1056.3,1056.3,1056.1,1056.1,45,0
2026-08-25 11:07:00,1056.3,1056.6,1056.1,1056.6,306,0
2026-08-25 11:08:00,1056.8,1056.8,1056.6,1056.6,97,0
2026-08-25 11:09:00,1056.8,1056.8,1056.1,1056.5,42,0
2026-08-25 11:10:00,1056.5,1057.0,1056.5,1057.0,299,0
2026-08-25 11:11:00,1056.9,1056.9,1056.9,1056.9,14,0
2026-08-25 11:12:00,1056.9,1056.9,1056.4,1056.9,195,0
2026-08-25 11:13:00,1056.9,1057.6,1056.7,1057.6,780,0
2026-08-25 11:14:00,1057.6,1058.0,1057.4,1057.6,157,0
2026-08-25 11:15:00,1058.0,1058.2,1057.6,1058.2,262,0
2026-08-25 11:16:00,1058.2,1058.2,1057.5,1058.1,375,0
2026-08-25 11:17:00,1058.0,1058.6,1057.9,1058.4,1645,0
2026-08-25 11:18:00,1058.5,1058.6,1058.1,1058.2,276,0
2026-08-25 11:19:00,1058.5,1058.6,1058.1,1058.5,310,0
2026-08-25 11:20:00,1058.5,1058.5,1057.8,1057.8,333,0
2026-08-25 11:21:00,1058.3,1058.6,1058.0,1058.6,160,0
2026-08-25 11:22:00,1058.6,1058.8,1058.5,1058.8,534,0
2026-08-25 11:23:00,1058.8,1058.8,1058.3,1058.3,140,0
2026-08-25 11:24:00,1058.3,1058.3,1057.8,1057.9,472,0
2026-08-25 11:25:00,1057.9,1057.9,1057.6,1057.8,129,0
2026-08-25 11:26:00,1057.8,1057.8,1053.5,1054.5,56210,0
2026-08-25 11:27:00,1054.6,1054.6,1053.1,1053.9,1662,0
2026-08-25 11:28:00,1053.9,1053.9,1053.4,1053.9,180,0
2026-08-25 11:29:00,1053.9,1054.4,1053.4,1054.0,1321,0
2026-08-25 11:30:00,1054.0,1054.0,1051.9,1053.8,49905,0
2026-08-25 11:31:00,1054.0,1054.9,1053.8,1054.8,1291,0
2026-08-25 11:32:00,1054.8,1055.4,1054.6,1055.0,2698,0
2026-08-25 11:33:00,1055.0,1055.8,1054.8,1055.7,1117,0
2026-08-25 11:34:00,1055.7,1056.5,1053.5,1053.5,9182,0
2026-08-25 11:35:00,1054.0,1056.1,1053.8,1056.1,21621,0
2026-08-25 11:36:00,1056.2,1056.2,1055.8,1055.9,852,0
2026-08-25 11:37:00,1056.0,1056.4,1055.9,1056.4,372,0
2026-08-25 11:38:00,1056.5,1056.6,1055.7,1056.5,4387,0
2026-08-25 11:39:00,1056.2,1056.5,1055.9,1055.9,224,0
2026-08-25 11:40:00,1056.3,1056.5,1055.0,1056.0,9363,0
2026-08-25 11:41:00,1055.5,1056.2,1055.5,1056.2,388,0
2026-08-25 11:42:00,1055.8,1056.2,1055.3,1055.6,5713,0
2026-08-25 11:43:00,1056.1,1057.0,1056.0,1056.2,552,0
2026-08-25 11:44:00,1056.5,1056.6,1056.2,1056.2,75,0
2026-08-25 11:45:00,1056.5,1056.5,1056.2,1056.5,37,0
2026-08-25 11:46:00,1056.5,1056.8,1056.0,1056.7,1138,0
2026-08-25 11:47:00,1056.5,1056.5,1055.8,1056.0,396,0
2026-08-25 11:48:00,1056.3,1056.7,1055.8,1056.6,285,0
2026-08-25 11:49:00,1056.9,1056.9,1056.6,1056.6,118,0
2026-08-25 11:50:00,1056.7,1056.9,1056.4,1056.4,544,0
2026-08-25 11:51:00,1056.6,1057.7,1056.6,1057.7,3207,0
2026-08-25 11:52:00,1057.4,1057.5,1056.1,1056.1,559,0
2026-08-25 11:53:00,1056.5,1057.3,1056.1,1057.0,2239,0
2026-08-25 11:54:00,1057.5,1057.5,1056.9,1057.2,617,0
2026-08-25 11:55:00,1057.4,1059.2,1057.4,1059.0,3048,0
2026-08-25 11:56:00,1059.3,1059.7,1058.6,1059.6,866,0
2026-08-25 11:57:00,1059.5,1059.6,1058.2,1058.2,313,0
2026-08-25 11:58:00,1058.4,1058.5,1056.6,1056.6,24244,0
2026-08-25 11:59:00,1057.0,1057.5,1056.6,1056.7,24053,0
2026-08-25 12:00:00,1057.0,1057.0,1057.0,1057.0,30,0
2026-08-25 12:01:00,1057.0,1057.0,1056.7,1057.0,303,0
2026-08-25 12:02:00,1057.0,1057.0,1056.9,1057.0,462,0
2026-08-25 12:03:00,1057.0,1057.0,1056.7,1056.7,389,0
2026-08-25 12:04:00,1056.9,1056.9,1056.4,1056.8,296,0
2026-08-25 12:05:00,1056.8,1056.8,1056.0,1056.5,300,0
2026-08-25 12:06:00,1056.5,1057.0,1056.3,1057.0,4209,0
2026-08-25 12:07:00,1057.0,1057.0,1056.9,1057.0,1648,0
2026-08-25 12:08:00,1057.0,1057.0,1056.4,1056.7,988,0
2026-08-25 12:09:00,1056.7,1057.0,1056.7,1056.9,203,0
2026-08-25 12:10:00,1056.9,1056.9,1056.7,1056.9,50,0
2026-08-25 12:11:00,1056.9,1057.0,1056.7,1057.0,190,0
2026-08-25 12:12:00,1057.0,1057.0,1056.8,1056.9,367,0
2026-08-25 12:13:00,1056.9,1056.9,1056.8,1056.9,119,0
2026-08-25 12:14:00,1056.9,1057.0,1056.9,1057.0,12723,0
2026-08-25 12:15:00,1057.0,1057.0,1056.7,1056.9,935,0
2026-08-25 12:16:00,1056.9,1057.0,1056.4,1056.4,759,0
2026-08-25 12:17:00,1056.5,1056.6,1056.1,1056.6,111,0
2026-08-25 12:18:00,1056.6,1056.6,1056.3,1056.4,87,0
2026-08-25 12:19:00,1056.4,1056.9,1056.3,1056.9,303,0
2026-08-25 12:20:00,1056.9,1056.9,1056.3,1056.3,151,0
2026-08-25 12:21:00,1056.7,1056.8,1056.3,1056.8,145,0
2026-08-25 12:22:00,1056.8,1056.9,1056.7,1056.9,84,0
2026-08-25 12:23:00,1057.0,1057.0,1056.8,1057.0,147,0
2026-08-25 12:24:00,1057.0,1057.0,1056.8,1057.0,2030,0
2026-08-25 12:25:00,1057.0,1057.0,1056.8,1056.9,651,0
2026-08-25 12:26:00,1056.9,1056.9,1056.7,1056.8,165,0
2026-08-25 12:27:00,1056.8,1056.8,1056.7,1056.8,597,0
2026-08-25 12:28:00,1056.8,1057.0,1056.7,1057.0,807,0
2026-08-25 12:29:00,1057.0,1057.0,1056.7,1057.0,829,0
2026-08-25 12:30:00,1057.0,1057.0,1056.8,1056.9,176,0
2026-08-25 12:31:00,1056.9,1057.0,1056.7,1057.0,797,0
2026-08-25 12:32:00,1057.0,1058.6,1056.9,1058.4,19956,0
2026-08-25 12:33:00,1058.4,1058.4,1057.5,1058.1,280,0
2026-08-25 12:34:00,1058.0,1058.3,1057.5,1057.7,848,0
2026-08-25 12:35:00,1058.0,1058.3,1057.8,1057.8,183,0
2026-08-25 12:36:00,1058.1,1058.1,1057.8,1058.0,379,0
2026-08-25 12:37:00,1058.0,1058.1,1057.8,1058.1,1169,0
2026-08-25 12:38:00,1058.1,1058.1,1057.6,1058.1,381,0
2026-08-25 12:39:00,1058.1,1058.1,1057.5,1057.5,445,0
2026-08-25 12:40:00,1057.6,1057.6,1057.0,1057.1,1980,0
2026-08-25 12:41:00,1057.4,1057.5,1057.1,1057.1,222,0
2026-08-25 12:42:00,1057.3,1057.3,1056.0,1056.2,3005,0
2026-08-25 12:43:00,1056.4,1056.4,1055.3,1055.4,507,0
2026-08-25 12:44:00,1055.9,1055.9,1055.0,1055.5,230,0
2026-08-25 12:45:00,1055.5,1055.8,1055.0,1055.5,171,0
2026-08-25 12:46:00,1055.6,1055.7,1055.3,1055.3,370,0
2026-08-25 12:47:00,1055.6,1055.6,1055.3,1055.4,360,0
2026-08-25 12:48:00,1055.6,1055.6,1055.4,1055.4,90,0
2026-08-25 12:49:00,1055.6,1055.8,1055.4,1055.5,590,0
