Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-08-19 09:15:00,74.05,94.75,72.0,89.75,1180205,842465,24117.7,0.01643835616438356,,,,,
2026-08-19 09:16:00,89.35,90.9,86.05,89.8,595335,1398540,24110.45,0.01643835616438356,,,,,
2026-08-19 09:17:00,89.7,90.9,85.1,85.65,432575,1398540,24114.6,0.01643835616438356,,,,,
2026-08-19 09:18:00,85.65,88.0,84.3,86.55,378430,1592760,24113.35,0.01643835616438356,,,,,
2026-08-19 09:19:00,86.85,87.2,83.7,83.9,302835,1711190,24118.7,0.01643835616438356,,,,,
2026-08-19 09:20:00,84.15,87.6,83.0,85.4,505375,1835210,24113.7,0.01643835616438356,,,,,
2026-08-19 09:21:00,85.4,86.25,81.25,82.7,450580,1906125,24122.45,0.01643835616438356,,,,,
2026-08-19 09:22:00,82.7,85.65,82.45,83.7,219895,2031315,24118.75,0.01643835616438356,,,,,
2026-08-19 09:23:00,83.45,87.85,83.2,86.95,332865,2103530,24111.15,0.01643835616438356,,,,,
2026-08-19 09:24:00,87.0,88.45,86.0,87.45,336440,2128750,24106.05,0.01643835616438356,,,,,
2026-08-19 09:25:00,87.45,90.2,87.15,89.7,402740,2173535,24098.3,0.01643835616438356,,,,,
2026-08-19 09:26:00,89.45,91.0,87.55,87.9,665405,2274285,24100.7,0.01643835616438356,,,,,
2026-08-19 09:27:00,87.95,88.25,85.7,86.55,354510,2370420,24104.9,0.01643835616438356,,,,,
2026-08-19 09:28:00,86.45,89.6,86.45,89.0,270920,2411045,24099.35,0.01643835616438356,,,,,
2026-08-19 09:29:00,89.0,90.6,87.8,89.65,439270,2488330,24096.75,0.01643835616438356,,,,,
2026-08-19 09:30:00,89.35,92.1,89.0,91.3,707915,2601365,24089.95,0.01643835616438356,,,,,
2026-08-19 09:31:00,91.2,94.6,90.45,93.0,982020,2693730,24082.35,0.01643835616438356,,,,,
2026-08-19 09:32:00,93.0,94.75,92.0,92.3,605995,2693730,24081.25,0.01643835616438356,,,,,
2026-08-19 09:33:00,92.1,95.15,91.7,94.9,517075,2755155,24079.5,0.01643835616438356,,,,,
2026-08-19 09:34:00,94.95,96.55,93.65,94.3,772005,2708615,24073.85,0.01643835616438356,,,,,
2026-08-19 09:35:00,94.45,96.5,92.9,95.0,608465,2781415,24071.2,0.01643835616438356,,,,,
2026-08-19 09:36:00,95.0,97.0,94.3,95.6,578630,2827630,24071.0,0.01643835616438356,,,,,
2026-08-19 09:37:00,95.6,97.85,95.15,96.65,659685,2835300,24067.2,0.01643835616438356,,,,,
2026-08-19 09:38:00,96.45,97.45,95.2,95.2,543920,2831400,24069.55,0.01643835616438356,,,,,
2026-08-19 09:39:00,95.5,96.05,90.4,91.8,710385,2933385,24079.55,0.01643835616438356,,,,,
2026-08-19 09:40:00,91.95,96.25,91.3,94.0,524680,2935465,24073.7,0.01643835616438356,,,,,
2026-08-19 09:41:00,93.95,94.7,91.15,92.7,346060,3021460,24076.75,0.01643835616438356,,,,,
2026-08-19 09:42:00,92.65,93.0,90.75,91.35,278135,3126435,24080.25,0.01643835616438356,,,,,
2026-08-19 09:43:00,91.5,91.85,88.2,88.8,434655,3193190,24087.65,0.01643835616438356,,,,,
2026-08-19 09:44:00,88.65,91.4,87.7,91.4,388700,3177005,24084.55,0.01643835616438356,,,,,
