Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-09-23 09:15:00,199.35,199.35,199.35,199.35,300,25800,25505.55,0.01643835616438356,,,,,
2026-09-23 09:16:00,199.35,199.35,199.35,199.35,0,25800,25498.85,0.01643835616438356,,,,,
2026-09-23 09:17:00,199.35,199.35,199.35,199.35,0,25800,25542.95,0.01643835616438356,,,,,
2026-09-23 09:18:00,176.15,184.85,171.3,175.85,660,26100,25552.25,0.01643835616438356,,,,,
2026-09-23 09:19:00,175.7,175.7,162.0,165.15,1800,26580,25554.7,0.01643835616438356,,,,,
2026-09-23 09:20:00,166.85,171.6,162.1,165.0,2700,27360,25548.8,0.01643835616438356,,,,,
2026-09-23 09:21:00,165.0,165.0,156.95,157.95,660,28260,25553.25,0.01643835616438356,,,,,
2026-09-23 09:22:00,157.95,157.95,157.95,157.95,0,28260,25550.4,0.01643835616438356,,,,,
2026-09-23 09:23:00,158.05,158.05,158.05,158.05,60,28260,25536.6,0.01643835616438356,,,,,
2026-09-23 09:24:00,172.1,172.1,170.8,170.8,120,28260,25521.55,0.01643835616438356,,,,,
2026-09-23 09:25:00,173.5,192.95,173.5,181.05,3600,28260,25501.75,0.01643835616438356,,,,,
2026-09-23 09:26:00,178.1,179.0,178.05,178.8,540,29880,25504.95,0.01643835616438356,,,,,
2026-09-23 09:27:00,179.8,179.8,172.3,172.3,1260,29820,25506.6,0.01643835616438356,,,,,
2026-09-23 09:28:00,177.0,180.4,177.0,180.4,360,30180,25503.75,0.01643835616438356,,,,,
2026-09-23 09:29:00,183.45,183.45,183.45,183.45,60,29940,25495.95,0.01643835616438356,,,,,
2026-09-23 09:30:00,182.0,182.0,182.0,182.0,240,29940,25500.6,0.01643835616438356,,,,,
2026-09-23 09:31:00,187.0,187.0,187.0,187.0,60,29940,25488.6,0.01643835616438356,,,,,
2026-09-23 09:32:00,187.0,187.0,187.0,187.0,0,29940,25497.7,0.01643835616438356,,,,,
2026-09-23 09:33:00,187.0,187.0,187.0,187.0,0,29940,25498.95,0.01643835616438356,,,,,
2026-09-23 09:34:00,176.0,176.0,176.0,176.0,600,29880,25507.1,0.01643835616438356,,,,,
2026-09-23 09:35:00,170.25,172.85,170.2,172.85,300,30240,25506.25,0.01643835616438356,,,,,
2026-09-23 09:36:00,174.0,174.1,173.9,173.95,600,30240,25508.1,0.01643835616438356,,,,,
2026-09-23 09:37:00,173.95,173.95,173.95,173.95,0,30240,25513.95,0.01643835616438356,,,,,
2026-09-23 09:38:00,167.6,167.7,167.6,167.7,300,29760,25521.0,0.01643835616438356,,,,,
2026-09-23 09:39:00,168.0,171.3,168.0,171.3,420,30000,25509.75,0.01643835616438356,,,,,
2026-09-23 09:40:00,167.0,167.0,167.0,167.0,120,30060,25517.55,0.01643835616438356,,,,,
2026-09-23 09:41:00,167.85,167.85,167.85,167.85,60,30120,25513.1,0.01643835616438356,,,,,
2026-09-23 09:42:00,169.7,169.7,167.45,167.45,600,30180,25513.85,0.01643835616438356,,,,,
2026-09-23 09:43:00,168.95,173.6,167.35,167.35,960,30180,25509.1,0.01643835616438356,,,,,
2026-09-23 09:44:00,170.05,170.05,170.05,170.05,60,30060,25510.15,0.01643835616438356,,,,,
2026-09-23 09:45:00,170.05,170.05,170.05,170.05,0,30060,25521.5,0.01643835616438356,,,,,
2026-09-23 09:46:00,170.05,170.05,170.05,170.05,0,30060,25521.05,0.01643835616438356,,,,,
2026-09-23 09:47:00,160.35,160.35,160.35,160.35,60,30060,25529.65,0.01643835616438356,,,,,
2026-09-23 09:48:00,158.4,170.0,158.3,170.0,540,30180,25512.1,0.01643835616438356,,,,,
