Date,Open,High,Low,Close,Volume,OpenInterest,Close_Spot,T_Annual,IV,Delta,Gamma,Theta,Vega
2026-07-30 09:15:00,11.3,11.7,11.05,11.2,57750,2769375,404.75,0.07123287671232877,,,,,
2026-07-30 09:16:00,11.25,11.65,11.25,11.65,15750,2800875,403.5,0.07123287671232877,,,,,
2026-07-30 09:17:00,11.5,11.5,11.25,11.25,10500,2806125,404.15,0.07123287671232877,,,,,
2026-07-30 09:18:00,11.35,11.35,11.0,11.1,15750,2806125,404.55,0.07123287671232877,,,,,
2026-07-30 09:19:00,11.5,11.5,11.4,11.4,15750,2806125,404.05,0.07123287671232877,,,,,
2026-07-30 09:20:00,11.45,11.5,11.4,11.45,18375,2806125,404.2,0.07123287671232877,,,,,
2026-07-30 09:21:00,11.35,11.45,11.35,11.45,5250,2806125,404.1,0.07123287671232877,,,,,
2026-07-30 09:22:00,11.2,11.2,11.2,11.2,2625,2808750,404.0,0.07123287671232877,,,,,
2026-07-30 09:23:00,11.65,12.1,11.65,12.1,18375,2808750,402.2,0.07123287671232877,,,,,
2026-07-30 09:24:00,12.1,12.4,11.9,12.35,23625,2819250,401.7,0.07123287671232877,,,,,
2026-07-30 09:25:00,12.35,12.45,12.0,12.0,28875,2827125,402.75,0.07123287671232877,,,,,
2026-07-30 09:26:00,11.8,11.85,11.7,11.7,10500,2829750,402.75,0.07123287671232877,,,,,
2026-07-30 09:27:00,11.7,11.7,11.7,11.7,0,2829750,402.55,0.07123287671232877,,,,,
2026-07-30 09:28:00,12.1,12.1,12.1,12.1,2625,2827125,402.1,0.07123287671232877,,,,,
2026-07-30 09:29:00,12.35,12.4,12.25,12.3,26250,2829750,401.85,0.07123287671232877,,,,,
2026-07-30 09:30:00,12.2,12.25,12.2,12.25,10500,2829750,401.95,0.07123287671232877,,,,,
2026-07-30 09:31:00,12.3,12.4,12.25,12.4,13125,2832375,401.75,0.07123287671232877,,,,,
2026-07-30 09:32:00,12.45,12.45,12.25,12.3,23625,2832375,401.85,0.07123287671232877,,,,,
2026-07-30 09:33:00,12.2,12.25,12.2,12.25,5250,2835000,401.75,0.07123287671232877,,,,,
2026-07-30 09:34:00,12.6,12.8,12.45,12.8,18375,2835000,400.8,0.07123287671232877,,,,,
2026-07-30 09:35:00,12.8,13.0,12.8,13.0,28875,2835000,400.65,0.07123287671232877,,,,,
2026-07-30 09:36:00,12.9,12.9,12.75,12.85,34125,2829750,400.75,0.07123287671232877,,,,,
2026-07-30 09:37:00,12.75,13.0,12.75,12.95,23625,2837625,400.8,0.07123287671232877,,,,,
2026-07-30 09:38:00,12.8,12.8,12.7,12.7,18375,2832375,400.9,0.07123287671232877,,,,,
2026-07-30 09:39:00,12.65,12.65,12.65,12.65,2625,2832375,401.0,0.07123287671232877,,,,,
2026-07-30 09:40:00,12.9,13.0,12.9,13.0,7875,2832375,400.6,0.07123287671232877,,,,,
2026-07-30 09:41:00,13.0,13.05,12.9,13.0,13125,2837625,400.5,0.07123287671232877,,,,,
2026-07-30 09:42:00,12.95,13.05,12.9,12.9,34125,2842875,400.8,0.07123287671232877,,,,,
2026-07-30 09:43:00,12.85,12.85,12.8,12.8,5250,2840250,400.85,0.07123287671232877,,,,,
2026-07-30 09:44:00,12.8,12.9,12.8,12.9,5250,2840250,400.5,0.07123287671232877,,,,,
2026-07-30 09:45:00,13.05,13.05,13.0,13.0,26250,2837625,400.5,0.07123287671232877,,,,,
2026-07-30 09:46:00,12.9,12.9,12.65,12.65,21000,2850750,401.1,0.07123287671232877,,,,,
2026-07-30 09:47:00,12.5,12.5,12.5,12.5,21000,2856000,401.4,0.07123287671232877,,,,,
2026-07-30 09:48:00,12.55,12.7,12.55,12.7,7875,2840250,400.75,0.07123287671232877,,,,,
2026-07-30 09:49:00,12.85,12.85,12.85,12.85,2625,2840250,400.4,0.07123287671232877,,,,,
2026-07-30 09:50:00,12.95,12.95,12.6,12.6,13125,2850750,400.95,0.07123287671232877,,,,,
2026-07-30 09:51:00,12.55,12.55,12.55,12.55,2625,2853375,401.0,0.07123287671232877,,,,,
2026-07-30 09:52:00,12.6,12.6,12.6,12.6,2625,2850750,401.1,0.07123287671232877,,,,,
2026-07-30 09:53:00,12.6,12.6,12.6,12.6,2625,2850750,401.15,0.07123287671232877,,,,,
2026-07-30 09:54:00,12.6,12.6,12.6,12.6,2625,2850750,401.0,0.07123287671232877,,,,,
2026-07-30 09:55:00,12.65,13.0,12.6,12.9,23625,2850750,400.45,0.07123287671232877,,,,,
2026-07-30 09:56:00,12.7,12.7,12.7,12.7,5250,2840250,401.3,0.07123287671232877,,,,,
